"","id","superficie","fecha","lat","lng","idprovincia","idmunicipio","causa","muertos","heridos","time_ctrl","time_ext","personal","medios","gastos","perdidas","ALTITUD","TMEDIA","PRECIPITACION","TMIN","TMAX","VELMEDIA","RACHA","SOL","Trimestre","Mes","AÒo","DIR_VIENTO","PRES_RANGE"
"13303",2006321473,4,2006-09-07,42.33853,-6.787814,"Ourense","CARBALLEDA DE VALDEORRAS","causa desconocida","0","0",3.11,3.11,41,8,"NO INFO",43820,"Superior a 125",26.2,"0",14.2,38.2,"< 2 m/s",6.9,10.7,"Q3","septiembre","2006","W",3.19999999999993
"13306",2006321487,4,2006-09-08,41.923595,-7.864928,"Ourense","CALVOS DE RAND√É¬çN","intencionado","0","0",3.05,3.05,10,1,"NO INFO",0,"Superior a 125",27.4,"0",18.8,36,"< 2 m/s",6.4,8.3,"Q3","septiembre","2006","NW",1.70000000000005
"13307",2006321493,5.11,2006-09-08,41.966958,-7.951702,"Ourense","MUI√É‚ÄòOS","intencionado","0","0",0.15,0.15,9,2,"NO INFO",8686,"Superior a 125",27.4,"0",18.8,36,"< 2 m/s",6.4,8.3,"Q3","septiembre","2006","NW",1.70000000000005
"13308",2006321499,2,2006-09-08,42.147276,-7.053505,"Ourense","VIANA DO BOLO","intencionado","0","0",2.45,2.45,24,2,"NO INFO",2906,"Superior a 125",27.4,"0",18.8,36,"< 2 m/s",6.4,8.3,"Q3","septiembre","2006","NW",1.70000000000005
"13309",2006321501,4.5,2006-09-08,42.304143,-8.241844,"Ourense","MEL√É‚ÄúN","causa desconocida","0","0",1.4,1.4,36,7,"NO INFO",8545,"Superior a 125",27.4,"0",18.8,36,"< 2 m/s",6.4,8.3,"Q3","septiembre","2006","NW",1.70000000000005
"13312",2006321509,2.5,2006-09-09,42.13846,-7.783061,"Ourense","ALLARIZ","intencionado","0","0",1.25,1.25,18,7,"NO INFO",2791,"Superior a 125",26.8,"0",18,35.6,"2-4 m/s",7.2,8.8,"Q3","septiembre","2006","NW",2.70000000000005
"13315",2006321518,3.1,2006-09-09,42.131385,-7.072938,"Ourense","VIANA DO BOLO","intencionado","0","0",2.15,2.15,15,2,"NO INFO",117,"Superior a 125",26.8,"0",18,35.6,"2-4 m/s",7.2,8.8,"Q3","septiembre","2006","NW",2.70000000000005
"13318",2006321525,1,2006-09-10,42.089184,-7.918641,"Ourense","VEREA","intencionado","0","0",2,2,14,0,"NO INFO",0,"Superior a 125",22.9,"0",15,30.8,"< 2 m/s",7.5,11,"Q3","septiembre","2006","W",2.20000000000005
"13319",2006321527,2.5,2006-09-10,42.544542,-8.046952,"Ourense","PI√É‚ÄòOR","intencionado","0","0",1,1,18,3,"NO INFO",0,"Superior a 125",22.9,"0",15,30.8,"< 2 m/s",7.5,11,"Q3","septiembre","2006","W",2.20000000000005
"13320",2006321529,1,2006-09-10,42.150233,-8.180009,"Ourense","PADRENDA","causa desconocida","0","0",0.45,0.45,34,2,"NO INFO",1015,"Superior a 125",22.9,"0",15,30.8,"< 2 m/s",7.5,11,"Q3","septiembre","2006","W",2.20000000000005
"13321",2006321536,3,2006-09-12,42.219177,-7.161441,"Ourense","VIANA DO BOLO","intencionado","0","0",2.15,2.15,11,2,"NO INFO",0,"Superior a 125",23.4,"0",16.5,30.2,"2-4 m/s",6.4,7.9,"Q3","septiembre","2006","W",4.80000000000007
"13322",2006321541,1,2006-09-12,42.107337,-7.837236,"Ourense","RAIRIZ DE VEIGA","intencionado","0","0",0.25,0.25,16,1,"NO INFO",0,"Superior a 125",23.4,"0",16.5,30.2,"2-4 m/s",6.4,7.9,"Q3","septiembre","2006","W",4.80000000000007
"13323",2006321544,2,2006-09-12,41.894282,-7.945682,"Ourense","MUI√É‚ÄòOS","intencionado","0","0",1.25,1.25,6,1,"NO INFO",0,"Superior a 125",23.4,"0",16.5,30.2,"2-4 m/s",6.4,7.9,"Q3","septiembre","2006","W",4.80000000000007
"13324",2006321551,1.5,2006-09-13,42.131385,-7.072938,"Ourense","VIANA DO BOLO","intencionado","0","0",0.4,0.4,11,0,"NO INFO",0,"Superior a 125",17.4,"1",12.7,22.1,"< 2 m/s",8.9,0.1,"Q3","septiembre","2006","S",5.79999999999995
"13325",2006321558,4,2006-09-18,41.940885,-7.805234,"Ourense","BALTAR","intencionado","0","0",1.45,1.45,3,1,"NO INFO",0,"Superior a 125",20.4,"0",13.1,27.6,"< 2 m/s",5.3,6.2,"Q3","septiembre","2006","W",3
"13326",2006321559,2,2006-09-19,42.078559,-7.837834,"Ourense","RAIRIZ DE VEIGA","intencionado","0","0",0.45,0.45,14,2,"NO INFO",0,"Superior a 125",21.9,"0",13.5,30.3,"< 2 m/s",5.3,8,"Q3","septiembre","2006","W",6.30000000000007
"13338",2006321585,2,2006-09-27,42.078559,-7.837834,"Ourense","RAIRIZ DE VEIGA","intencionado","0","0",0.35,0.35,10,1,"NO INFO",0,"Superior a 125",20.6,"1",13.9,27.2,"< 2 m/s",8.9,4.6,"Q3","septiembre","2006","NW",3.69999999999993
"13340",2006321601,1.1,2006-12-25,42.229913,-7.109968,"Ourense","VIANA DO BOLO","intencionado","0","0",1.4,1.4,3,1,"NO INFO",245,"Superior a 125",3.2,"0",-3.3,9.8,"< 2 m/s",3.3,5.2,"Q4","diciembre","2006","E",4
"13341",2006321602,2.5,2006-12-25,42.2644,-7.335642,"Ourense","CHANDREXA DE QUEIXA","intencionado","0","0",1.4,1.4,4,0,"NO INFO",0,"Superior a 125",3.2,"0",-3.3,9.8,"< 2 m/s",3.3,5.2,"Q4","diciembre","2006","E",4
"13342",2006321603,1.2,2006-12-25,42.374357,-6.803439,"Ourense","CARBALLEDA DE VALDEORRAS","intencionado","0","0",0.35,0.35,2,0,"NO INFO",0,"Superior a 125",3.2,"0",-3.3,9.8,"< 2 m/s",3.3,5.2,"Q4","diciembre","2006","E",4
"13343",2006321604,3,2006-12-27,42.138295,-7.208119,"Ourense","VILARI√É‚ÄòO DE CONSO","intencionado","0","0",1.55,1.55,4,1,"NO INFO",0,"Superior a 125",5.9,"0",-3.5,15.3,"< 2 m/s",8.3,8.2,"Q4","diciembre","2006","SE",4.5
"13345",2006321611,4,2006-12-28,42.234061,-7.430299,"Ourense","CHANDREXA DE QUEIXA","intencionado","0","0",3.15,3.15,1,0,"NO INFO",0,"Superior a 125",7.4,"0",-1,15.9,"2-4 m/s",11.7,7.9,"Q4","diciembre","2006","S",4.69999999999993
"13346",2006321612,3,2006-12-28,42.467646,-7.085108,"Ourense","VILAMART√É¬çN DE VALDEORRAS","intencionado","0","0",2.35,2.35,4,0,"NO INFO",0,"Superior a 125",7.4,"0",-1,15.9,"2-4 m/s",11.7,7.9,"Q4","diciembre","2006","S",4.69999999999993
"13347",2006360014,1,2006-01-27,42.419961,-8.54267,"Pontevedra","PONTE CALDELAS","intencionado","0","0",0.4,0.4,8,1,"< 1K ",3028,"Entre 100-125",6.2,"0",3.3,9.1,"4-6 m/s",14.7,7.5,"Q1","enero","2006","NE",6.70000000000005
"13348",2006360015,4.5,2006-01-27,42.307331,-8.497489,"Pontevedra","PAZOS DE BORB√É‚Ä∞N","intencionado","0","0",2.45,2.45,12,2,"1K-10K",5407,"Entre 100-125",6.2,"0",3.3,9.1,"4-6 m/s",14.7,7.5,"Q1","enero","2006","NE",6.70000000000005
"13350",2006360022,2.8,2006-01-27,42.218675,-8.59322,"Pontevedra","MOS","intencionado","0","0",1.05,1.05,15,0,"< 1K ",2720,"Entre 100-125",6.2,"0",3.3,9.1,"4-6 m/s",14.7,7.5,"Q1","enero","2006","NE",6.70000000000005
"13353",2006360060,2,2006-02-04,42.500132,-8.51654,"Pontevedra","COTOBADE","intencionado","0","0",2.01,2.01,15,1,"1K-10K",788,"Entre 100-125",9,"0",3.1,14.8,"2-4 m/s",8.3,7.7,"Q1","febrero","2006","NE",3.89999999999998
"13354",2006360090,4.6,2006-02-07,42.625905,-8.136319,"Pontevedra","LAL√É¬çN","intencionado","0","0",2.25,2.25,6,1,"1K-10K",1617,"Entre 100-125",9.8,"0",3.8,15.8,"< 2 m/s",7.2,7.8,"Q1","febrero","2006","E",4.89999999999998
"13359",2006360170,1.24,2006-02-11,42.414304,-8.833358,"Pontevedra","SANXENXO","negligencia","0","0",1.2,1.2,12,2,"1K-10K",1786,"Entre 100-125",9.8,"0",3.7,16,"2-4 m/s",8.9,7.9,"Q1","febrero","2006","N",3.89999999999998
"13364",2006360222,1.2,2006-03-15,42.481519,-8.675327,"Pontevedra","PONTEVEDRA","causa desconocida","0","0",1.25,1.25,6,1,"< 1K ",2374,"Entre 100-125",13.6,"0",9.4,17.8,"< 2 m/s",5.8,6.1,"Q1","marzo","2006","E",1.20000000000005
"13366",2006360235,2,2006-04-11,42.238453,-8.443132,"Pontevedra","MONDARIZ","intencionado","0","0",1,1,10,1,"1K-10K",384,"Entre 100-125",11.2,"0",3.6,18.7,"2-4 m/s",6.7,12.5,"Q2","abril","2006","SE",2.10000000000002
"13367",2006360260,1.3,2006-04-18,42.47649,-8.749407,"Pontevedra","MEIS","causa desconocida","0","0",2.15,2.15,7,1,"< 1K ",1907,"Entre 100-125",13,"0",7,19,"< 2 m/s",5.8,12.6,"Q2","abril","2006","W",5.30000000000007
"13368",2006360273,1,2006-04-27,42.466988,-8.69692,"Pontevedra","POIO","negligencia","0","0",1.1,1.1,24,3,"1K-10K",410,"Entre 100-125",16.4,"0",11.4,21.4,"4-6 m/s",13.3,13.4,"Q2","abril","2006","N",1.89999999999998
"13370",2006360286,1,2006-04-28,42.364355,-8.710481,"Pontevedra","MAR√É¬çN","intencionado","0","0",0.5,0.5,9,6,"1K-10K",977,"Entre 100-125",16.9,"0",12.2,21.6,"4-6 m/s",11.4,13.4,"Q2","abril","2006","NE",4
"13372",2006360293,1.5,2006-04-28,42.565535,-8.812939,"Pontevedra","VILANOVA DE AROUSA","causa desconocida","0","0",2.3,2.3,2,1,"1K-10K",3956,"Entre 100-125",16.9,"0",12.2,21.6,"4-6 m/s",11.4,13.4,"Q2","abril","2006","NE",4
"13373",2006360297,2,2006-04-28,42.670403,-8.225985,"Pontevedra","SILLEDA","intencionado","0","0",1.55,1.55,6,1,"1K-10K",3264,"Entre 100-125",16.9,"0",12.2,21.6,"4-6 m/s",11.4,13.4,"Q2","abril","2006","NE",4
"13374",2006360299,1.22,2006-04-29,42.285224,-8.636687,"Pontevedra","REDONDELA","negligencia","0","0",1.55,1.55,11,2,"< 1K ",2562,"Entre 100-125",16.2,"0",9.2,23.3,"< 2 m/s",9.7,13.4,"Q2","abril","2006","N",3.29999999999995
"13375",2006360303,4.9,2006-04-29,42.676191,-8.298336,"Pontevedra","SILLEDA","intencionado","0","0",2.27,2.27,23,1,"1K-10K",673,"Entre 100-125",16.2,"0",9.2,23.3,"< 2 m/s",9.7,13.4,"Q2","abril","2006","N",3.29999999999995
"13376",2006360309,2,2006-04-30,42.71224,-8.216307,"Pontevedra","SILLEDA","intencionado","0","0",2.05,2.05,12,1,"1K-10K",446,"Entre 100-125",14.9,"0",7.5,22.3,"< 2 m/s",6.4,13.2,"Q2","abril","2006","W",3
"13377",2006360322,4,2006-05-02,42.209705,-8.345996,"Pontevedra","COVELO","intencionado","0","0",3.3,3.3,7,2,"1K-10K",1420,"Entre 100-125",13.4,"0",7.8,19,"< 2 m/s",6.7,12.2,"Q2","mayo","2006","W",1
"13378",2006360327,3.3,2006-05-03,42.625905,-8.136319,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.25,1.25,8,1,"1K-10K",775,"Entre 100-125",13.6,"0",7.6,19.5,"< 2 m/s",6.7,11.7,"Q2","mayo","2006","W",2.10000000000002
"13379",2006360329,3,2006-05-03,42.209705,-8.345996,"Pontevedra","COVELO","intencionado","0","0",1.45,1.45,7,1,"1K-10K",4110,"Entre 100-125",13.6,"0",7.6,19.5,"< 2 m/s",6.7,11.7,"Q2","mayo","2006","W",2.10000000000002
"13380",2006360330,2.8,2006-05-03,42.209705,-8.345996,"Pontevedra","COVELO","intencionado","0","0",1.51,1.51,27,3,"1K-10K",10120,"Entre 100-125",13.6,"0",7.6,19.5,"< 2 m/s",6.7,11.7,"Q2","mayo","2006","W",2.10000000000002
"13381",2006360343,1,2006-05-06,42.613558,-8.175469,"Pontevedra","LAL√É¬çN","intencionado","0","0",2.1,2.1,7,0,"< 1K ",139,"Entre 100-125",14,"0",8,20,"2-4 m/s",6.7,11.8,"Q2","mayo","2006","W",2.09999999999991
"13382",2006360344,5,2006-05-06,42.613558,-8.175469,"Pontevedra","LAL√É¬çN","intencionado","0","0",4.1,4.1,8,2,"1K-10K",420,"Entre 100-125",14,"0",8,20,"2-4 m/s",6.7,11.8,"Q2","mayo","2006","W",2.09999999999991
"13383",2006360353,1.5,2006-05-10,42.322122,-8.521267,"Pontevedra","PAZOS DE BORB√É‚Ä∞N","intencionado","0","0",1.05,1.05,23,1,"1K-10K",3325,"Entre 100-125",16.7,"0",10.8,22.6,"< 2 m/s",6.7,13.3,"Q2","mayo","2006","W",4.70000000000005
"13384",2006360355,6.42,2006-05-11,42.609891,-8.207045,"Pontevedra","LAL√É¬çN","intencionado","0","0",3.35,3.35,6,1,"1K-10K",3614,"Entre 100-125",16.2,"0",10,22.5,"< 2 m/s",7.2,8.5,"Q2","mayo","2006","W",4.10000000000002
"13385",2006360363,5.3,2006-05-12,42.609891,-8.207045,"Pontevedra","LAL√É¬çN","intencionado","0","0",3.15,3.15,15,1,"1K-10K",497,"Entre 100-125",16.1,"0",11.2,21,"< 2 m/s",6.7,5.5,"Q2","mayo","2006","W",5.5
"13386",2006360385,2,2006-05-16,42.343328,-8.501427,"Pontevedra","FORNELOS DE MONTES","intencionado","0","0",1.48,1.48,16,4,"1K-10K",1363,"Entre 100-125",20.2,"0",15.5,24.8,"< 2 m/s",6.9,7.3,"Q2","mayo","2006","S",1.10000000000002
"13389",2006360400,3.98,2006-05-26,42.259336,-8.340803,"Pontevedra","COVELO","causa desconocida","0","0",1.55,1.55,19,3,"1K-10K",9863,"Entre 100-125",21.7,"0",12.8,30.6,"4-6 m/s",10.8,14.3,"Q2","mayo","2006","N",4.10000000000002
"13390",2006360403,3.47,2006-05-26,42.619016,-8.725693,"Pontevedra","VILAGARC√É¬çA DE AROUSA","intencionado","0","0",3,3,14,4,"1K-10K",2718,"Entre 100-125",21.7,"0",12.8,30.6,"4-6 m/s",10.8,14.3,"Q2","mayo","2006","N",4.10000000000002
"13391",2006360416,1.4,2006-05-28,42.020493,-8.680171,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",1.45,1.45,12,2,"1K-10K",9195,"Entre 100-125",24.8,"0",17.2,32.4,"< 2 m/s",4.7,13.9,"Q2","mayo","2006","S",3
"13392",2006360421,1.5,2006-05-28,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",1.3,1.3,25,5,"1K-10K",940,"Entre 100-125",24.8,"0",17.2,32.4,"< 2 m/s",4.7,13.9,"Q2","mayo","2006","S",3
"13393",2006360426,2.5,2006-05-29,42.487016,-8.539699,"Pontevedra","COTOBADE","intencionado","0","0",2.45,2.45,16,3,"1K-10K",6361,"Entre 100-125",22.2,"0",15.6,28.8,"2-4 m/s",14.2,14.4,"Q2","mayo","2006","N",3.89999999999998
"13394",2006360429,2,2006-05-30,42.496719,-8.677999,"Pontevedra","BARRO","intencionado","0","0",1.25,1.25,15,1,"1K-10K",11615,"Entre 100-125",19.1,"0",14,24.2,"4-6 m/s",13.3,14.3,"Q2","mayo","2006","NW",2.79999999999995
"13396",2006360436,1.3,2006-05-30,42.123674,-8.345417,"Pontevedra","ARBO","intencionado","0","0",3.2,3.2,6,1,"1K-10K",3192,"Entre 100-125",19.1,"0",14,24.2,"4-6 m/s",13.3,14.3,"Q2","mayo","2006","NW",2.79999999999995
"13397",2006360437,1.37,2006-05-31,42.086823,-8.534381,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",2.5,2.5,12,1,"< 1K ",5991,"Entre 100-125",18.8,"0",12.2,25.5,"4-6 m/s",12.2,14.3,"Q2","mayo","2006","N",2.70000000000005
"13399",2006360466,2,2006-06-02,42.020493,-8.680171,"Pontevedra","TOMI√É‚ÄòO","fuego reproducido","0","0",2.2,2.2,24,4,"1K-10K",6637,"Entre 100-125",20,"0",13.4,26.6,"< 2 m/s",6.4,14.2,"Q2","junio","2006","E",1.70000000000005
"13400",2006360470,4.5,2006-06-03,42.095851,-8.501,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",4.1,4.1,11,2,"1K-10K",14673,"Entre 100-125",21.7,"0",14.5,28.9,"< 2 m/s",5.6,14.1,"Q2","junio","2006","W",2.10000000000002
"13402",2006360476,1.6,2006-06-03,42.095851,-8.501,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",1.25,1.25,16,1,"< 1K ",2520,"Entre 100-125",21.7,"0",14.5,28.9,"< 2 m/s",5.6,14.1,"Q2","junio","2006","W",2.10000000000002
"13403",2006360477,2,2006-06-03,42.241797,-8.490264,"Pontevedra","MONDARIZ","intencionado","0","0",1.45,1.45,19,3,"1K-10K",11480,"Entre 100-125",21.7,"0",14.5,28.9,"< 2 m/s",5.6,14.1,"Q2","junio","2006","W",2.10000000000002
"13404",2006360498,2,2006-06-05,42.048185,-8.843454,"Pontevedra","OIA","causa desconocida","0","0",2.55,2.55,17,2,"1K-10K",3861,"Entre 100-125",24.4,"0",17.4,31.4,"< 2 m/s",6.7,14.3,"Q2","junio","2006","NE",3.70000000000005
"13405",2006360500,3,2006-06-05,42.43977,-8.720785,"Pontevedra","POIO","fuego reproducido","0","0",2.55,2.55,10,1,"1K-10K",8178,"Entre 100-125",24.4,"0",17.4,31.4,"< 2 m/s",6.7,14.3,"Q2","junio","2006","NE",3.70000000000005
"13407",2006360509,4,2006-06-05,42.306649,-8.552408,"Pontevedra","PAZOS DE BORB√É‚Ä∞N","intencionado","0","0",2.25,2.25,24,5,"10K-100K",23532,"Entre 100-125",24.4,"0",17.4,31.4,"< 2 m/s",6.7,14.3,"Q2","junio","2006","NE",3.70000000000005
"13408",2006360519,1.5,2006-06-06,42.087958,-8.792282,"Pontevedra","GONDOMAR","intencionado","0","0",1.1,1.1,5,1,"1K-10K",2756,"Entre 100-125",26.6,"0",19,34.2,"< 2 m/s",9.7,7,"Q2","junio","2006","W",1.39999999999998
"13409",2006360529,1.93,2006-06-07,42.645578,-8.731639,"Pontevedra","CATOIRA","intencionado","0","0",1.2,1.2,10,1,"1K-10K",4468,"Entre 100-125",20.8,"0",16,25.5,"< 2 m/s",6.1,9.2,"Q2","junio","2006","SW",3.39999999999998
"13410",2006360533,2,2006-06-07,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",2.4,2.4,22,3,"1K-10K",5333,"Entre 100-125",20.8,"0",16,25.5,"< 2 m/s",6.1,9.2,"Q2","junio","2006","SW",3.39999999999998
"13413",2006360573,1.2,2006-06-16,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","causa desconocida","0","0",1.55,1.55,15,6,"1K-10K",2477,"Entre 100-125",20,"1",15.5,24.4,"< 2 m/s",6.4,6.1,"Q2","junio","2006","W",2.5
"13415",2006360593,3,2006-06-20,42.071182,-8.867888,"Pontevedra","OIA","intencionado","0","0",1.5,1.5,16,4,"1K-10K",385,"Entre 100-125",19,"0",13,25,"4-6 m/s",10.6,10.5,"Q2","junio","2006","NW",2
"13417",2006360694,3,2006-06-29,42.280675,-8.58341,"Pontevedra","REDONDELA","intencionado","0","0",1.45,1.45,27,5,"1K-10K",14124,"Entre 100-125",19.1,"0",12.2,26,"< 2 m/s",5.8,13.1,"Q2","junio","2006","W",1.30000000000007
"13418",2006360700,2.2,2006-06-30,42.592377,-7.982795,"Pontevedra","RODEIRO","fuego reproducido","0","0",2.4,2.4,19,6,"1K-10K",354,"Entre 100-125",18.6,"0",12.8,24.5,"< 2 m/s",4.7,12.3,"Q2","junio","2006","S",1.60000000000002
"13419",2006360737,1.5,2006-07-04,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",2.05,2.05,25,4,"1K-10K",5179,"Entre 100-125",19.2,"0",14,24.5,"< 2 m/s",5.8,7.5,"Q3","julio","2006","NW",4.39999999999998
"13420",2006360751,1,2006-07-06,42.60892,-8.74895,"Pontevedra","VILAGARC√É¬çA DE AROUSA","intencionado","0","0",0.55,0.55,29,7,"1K-10K",876,"Entre 100-125",19.7,"0",11.2,28.2,"2-4 m/s",10.3,12.9,"Q3","julio","2006","NW",1.5
"13421",2006360753,5.7,2006-07-06,42.327009,-8.563382,"Pontevedra","SOUTOMAIOR","intencionado","0","0",3.05,3.05,18,4,"1K-10K",769,"Entre 100-125",19.7,"0",11.2,28.2,"2-4 m/s",10.3,12.9,"Q3","julio","2006","NW",1.5
"13422",2006360756,1,2006-07-06,42.306649,-8.552408,"Pontevedra","PAZOS DE BORB√É‚Ä∞N","intencionado","0","0",1.2,1.2,21,2,"1K-10K",3113,"Entre 100-125",19.7,"0",11.2,28.2,"2-4 m/s",10.3,12.9,"Q3","julio","2006","NW",1.5
"13423",2006360765,1.5,2006-07-07,42.18116,-8.498888,"Pontevedra","PONTEAREAS","intencionado","0","0",2.1,2.1,16,2,"1K-10K",112,"Entre 100-125",22.5,"0",14.6,30.4,"2-4 m/s",9.7,12.2,"Q3","julio","2006","NW",3.59999999999991
"13424",2006360766,2.77,2006-07-07,42.63476,-8.74637,"Pontevedra","VILAGARC√É¬çA DE AROUSA","intencionado","0","0",2.37,2.37,42,4,"1K-10K",7201,"Entre 100-125",22.5,"0",14.6,30.4,"2-4 m/s",9.7,12.2,"Q3","julio","2006","NW",3.59999999999991
"13428",2006360804,2.8,2006-07-09,42.832608,-8.031819,"Pontevedra","AGOLADA","intencionado","0","0",2.05,2.05,32,3,"1K-10K",3368,"Entre 100-125",21.1,"0",13.7,28.5,"< 2 m/s",5,13,"Q3","julio","2006","NW",1.29999999999995
"13429",2006360817,1.05,2006-07-10,42.550893,-8.792776,"Pontevedra","VILANOVA DE AROUSA","intencionado","0","0",2.3,2.3,27,3,"1K-10K",5196,"Entre 100-125",22.5,"0",16,29,"2-4 m/s",8.3,13,"Q3","julio","2006","NW",3.29999999999995
"13430",2006360819,2.3,2006-07-10,42.786588,-8.293777,"Pontevedra","VILA DE CRUCES","causa desconocida","0","0",1.1,1.1,18,3,"1K-10K",572,"Entre 100-125",22.5,"0",16,29,"2-4 m/s",8.3,13,"Q3","julio","2006","NW",3.29999999999995
"13431",2006360825,1.5,2006-07-10,42.645578,-8.731639,"Pontevedra","CATOIRA","intencionado","0","0",1.45,1.45,23,7,"1K-10K",2893,"Entre 100-125",22.5,"0",16,29,"2-4 m/s",8.3,13,"Q3","julio","2006","NW",3.29999999999995
"13432",2006360835,3,2006-07-11,42.645578,-8.731639,"Pontevedra","CATOIRA","fuego reproducido","0","0",3.1,3.1,24,5,"1K-10K",5468,"Entre 100-125",24.8,"0",17,32.5,"4-6 m/s",13.1,13,"Q3","julio","2006","N",2.39999999999998
"13433",2006360866,4.2,2006-07-12,42.020493,-8.680171,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",2.05,2.05,20,3,"1K-10K",13061,"Entre 100-125",27.2,"0",20.4,34,"2-4 m/s",11.1,12.2,"Q3","julio","2006","N",4.79999999999995
"13434",2006360867,4.04,2006-07-12,42.500132,-8.51654,"Pontevedra","COTOBADE","intencionado","0","0",1.45,1.45,16,3,"1K-10K",7155,"Entre 100-125",27.2,"0",20.4,34,"2-4 m/s",11.1,12.2,"Q3","julio","2006","N",4.79999999999995
"13435",2006360876,1,2006-07-12,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",1.05,1.05,25,4,"1K-10K",2782,"Entre 100-125",27.2,"0",20.4,34,"2-4 m/s",11.1,12.2,"Q3","julio","2006","N",4.79999999999995
"13437",2006360891,1.8,2006-07-12,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",1.45,1.45,35,4,"1K-10K",8094,"Entre 100-125",27.2,"0",20.4,34,"2-4 m/s",11.1,12.2,"Q3","julio","2006","N",4.79999999999995
"13438",2006360892,2,2006-07-13,42.347172,-8.673749,"Pontevedra","VILABOA","intencionado","0","0",2.15,2.15,22,2,"1K-10K",5076,"Entre 100-125",27.4,"0",18.4,36.5,"2-4 m/s",8.3,12.7,"Q3","julio","2006","NW",2.60000000000002
"13440",2006360896,1.5,2006-07-13,42.141965,-8.488935,"Pontevedra","SALVATERRA DE MI√É‚ÄòO","intencionado","0","0",2.37,2.37,15,2,"NO INFO",2490,"Entre 100-125",27.4,"0",18.4,36.5,"2-4 m/s",8.3,12.7,"Q3","julio","2006","NW",2.60000000000002
"13442",2006360941,1.5,2006-07-14,42.604804,-8.69696,"Pontevedra","CALDAS DE REIS","intencionado","0","0",2.1,2.1,6,1,"< 1K ",5178,"Entre 100-125",27,"1",20.4,33.5,"< 2 m/s",5.8,5.3,"Q3","julio","2006","SE",1.70000000000005
"13443",2006360950,1.2,2006-07-14,42.643736,-8.729512,"Pontevedra","CATOIRA","intencionado","0","0",1.05,1.05,22,6,"1K-10K",3036,"Entre 100-125",27,"1",20.4,33.5,"< 2 m/s",5.8,5.3,"Q3","julio","2006","SE",1.70000000000005
"13444",2006360958,6,2006-07-15,42.190355,-8.774847,"Pontevedra","VIGO","intencionado","0","0",2.4,2.4,36,6,"10K-100K",14650,"Entre 100-125",28.4,"0",22.3,34.6,"< 2 m/s",4.7,11.6,"Q3","julio","2006","W",1.60000000000002
"13445",2006360960,2.75,2006-07-15,42.455117,-8.615396,"Pontevedra","PONTEVEDRA","intencionado","0","0",2.25,2.25,23,4,"1K-10K",9840,"Entre 100-125",28.4,"0",22.3,34.6,"< 2 m/s",4.7,11.6,"Q3","julio","2006","W",1.60000000000002
"13448",2006360992,3,2006-07-16,42.437891,-8.861102,"Pontevedra","SANXENXO","intencionado","0","0",3,3,18,5,"1K-10K",6114,"Entre 100-125",29.3,"0",22.5,36.1,"2-4 m/s",5,12.9,"Q3","julio","2006","E",1
"13451",2006361009,1.2,2006-07-16,42.550893,-8.792776,"Pontevedra","VILANOVA DE AROUSA","fuego reproducido","0","0",2.3,2.3,26,7,"1K-10K",7198,"Entre 100-125",29.3,"0",22.5,36.1,"2-4 m/s",5,12.9,"Q3","julio","2006","E",1
"13453",2006361016,1.36,2006-07-16,42.588841,-8.57371,"Pontevedra","MORA√É‚ÄòA","intencionado","0","0",3,3,13,2,"1K-10K",8437,"Entre 100-125",29.3,"0",22.5,36.1,"2-4 m/s",5,12.9,"Q3","julio","2006","E",1
"13454",2006361017,2,2006-07-16,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",3.5,3.5,6,2,"1K-10K",1753,"Entre 100-125",29.3,"0",22.5,36.1,"2-4 m/s",5,12.9,"Q3","julio","2006","E",1
"13455",2006361018,1,2006-07-16,42.598542,-8.685642,"Pontevedra","CALDAS DE REIS","intencionado","0","0",2.25,2.25,17,4,"1K-10K",814,"Entre 100-125",29.3,"0",22.5,36.1,"2-4 m/s",5,12.9,"Q3","julio","2006","E",1
